adjust	fetched	  500068
alpha-vantage	fetched	 1045341
amazon-sqs	fetched	   14282
ashby	fetched	  419331
assemblyai	fetched	  262232
awin-advertiser	fetched	  459097
aws-cloudtrail	fetched	   19193
bamboo-hr	fetched	  519059
braze	fetched	   49988
bunny-inc	fetched	  138549
churnkey	fetched	   14897
dynamodb	fetched	   23190
fillout	fetched	  461842
freshchat	fetched	  684060
mixpanel	fetched	  364952
notion	fetched	  394611
retailexpress-by-maropost	fetched	    6801
segment	fetched	   16441
